"id";"lettre";"mot";"enonce";"interp";"regle"
"154";"A";"Alms ";"See oneself in dream giving wheat as voluntary alms,   ";"announces that it could mean, for the poor, a commendable effort as a voluntary prayer or visiting cemeteries and Allah The Almighty. For the wealthy, this dream could mean an act of virtue as an advice, a charity, an order not to commit the unlawful, teaching of the Holy Kuran or conducting prayer for a group of people.";
"155";"A";"Alms ";"See oneself in dream giving as voluntary charity something unknown,   ";"announces that it could mean, for the poor, a commendable effort as a voluntary prayer or visiting cemeteries and Allah The Almighty. For the wealthy, this dream could mean an act of virtue as an advice, a charity, an order not to commit the unlawful, teaching of the Holy Kuran or conducting prayer for a group of people.";
"156";"A";"Alms  ";"See oneself in dream giving alms,   ";"announces that he could convert converted to Islam if he would be a disbeliever.";
"157";"A";"Alum ";"The woman, who sees herself in dream wearing a necklace in alum,   ";"announces that it could involve finery as well as children with a non Arabic husband.  ";
"158";"A";"Ambergris  ";"See oneself in dream having the ambergris,   ";"announces that it could mean a fortune from a noble man.";
"159";"A";"Androgynous ";"See oneself in dream becoming androgynous,   ";"announces that it could mean consolidation of faith.";
"160";"A";"Anemone ";"The woman, who sees herself in dream picking the anemone,   ";"announces that it could mean divorce.";
"161";"A";"Angel of death PUH ";"See oneself in dream defeated after a struggle with the Angel of death upon him peace, and be knocked out by the latter,   ";"announces that he would perish.";
"162";"A";"Angel of death PUH ";"See oneself in dream fleeing on a mount to escape the Angel of death upon him peace,   ";"announces that it could mean a risk of defeat or death.";
"163";"A";"Angel of death PUH ";"See oneself in dream fleeing on feet to escape the Angel of death upon him peace,   ";"announces that it could mean a risk of defeat or death.";
"164";"A";"Angel of death PUH ";"See in dream the Angel of death smiling, peace upon him,   ";"announces that it could mean death as martyr.";
"165";"A";"Angel of death PUH ";"See in dream the Angel of death irritated, peace upon him,   ";"announces that it could mean death before repentance. This is a warning.";
"166";"A";"Angel of death PUH ";"See in dream the Angel of death peace upon him,   ";"announces that it could mean longevity.";
"167";"A";"Angel of death PUH ";"See oneself in dream struggling with the Angel of death upon him peace, without being knocked out by the later,   ";"announces the dreamer could emerge unscathed from an ordeal after which he would perish.";
"168";"A";"Angels ";"See in dream an angel announcing the birth of a boy,   ";"announces that he could have a son who would eventually be a famous scholar and have great wisdom. Indeed, Allah The Almighty said “Behold! the angels said: ""O Maryam! Allah giveth Thee glad tidings of a Word from Him: his name will be Al-Masih ‘Isa. The son of Maryam, held in honour in this world and the Hereafter and of (the company of) those nearest to Allah;”, (Al Imran, 45). And “He said: ""Nay, I am only a Messenger from thy Lord, (to announce) to thee the gift of a holy son.""”, (Mariam, 19).";
"169";"A";"Angels ";"See in dream angels exercising his profession,   ";"announces that he have gains from his profession.";
"170";"A";"Angels ";"See oneself in dream watching angels,   ";"announces that it could mean a misfortune. Indeed, Allah The Almighty said “The Day they see the angels, no joy will there be to the sinners that Day: The (angels) will say: ""There is a barrier forbidden (to you) altogether!"", (Al-Forqan, 22).";
"171";"A";"Angels ";"See in dream an angel getting into his house,   ";"announces that it could mean a warning. This house could be attacked by a thief.";
"172";"A";"Angels ";"See in dream angels holding fruit dishes,   ";"announces that it could mean death as a martyr.";
"173";"A";"Angels ";"See in dream a crowd of angels in a place,   ";"announces that it could mean death of a scholar or ascetic, murder of an innocent man or the collapse of a house on its occupants.";
"174";"A";"Angels ";"See in dream angels in a location and be frightened,   ";"announces that it could mean discord or war in this place.";
"175";"A";"Angels ";"See oneself in dream welcomed and hailed by angels in heaven,   ";"announces that it could mean endurance rewarded with a good outcome as well as access to Paradise. Indeed, Allah The Almighty said “Gardens of perpetual bliss: they shall enter there, as well as the righteous among their fathers, their spouses, and their offspring: and angels shall enter unto them from every gate (with the salutation): ""Peace unto you for that ye persevered in patience! Now how excellent is the final Home!"" “, (Ar-Raad, 23-24). ";
"176";"A";"Angels ";"See in dream an angel telling him ""Read the Book of Allah The Almighty”,   ";"announces that it could mean for the virtuous. For non-virtuous, it could mean a warning. Indeed, Allah The Almighty said “(It will be said to him:) ""Read thine (own) record; sufficient is thy soul this day to make out an account against thee.""”, (Al-Israa, 14).";
"177";"A";"Angels ";"See in dream known angels pleased,   ";"announces that it could mean good news, glory, victory, power, justice, healing, safety, tranquility, fortune, happy outcome following an ordeal, pilgrimage and death as a martyr.";
"178";"A";"Angels ";"See in dream the angels inclined in front of him,   ";"announces that it could mean good reputation and satisfaction of desires.";
"179";"A";"Angels ";"See in dream the angels prostrated in front of him,   ";"announces that it could mean good reputation and satisfaction of desires.";
"180";"A";"Angels ";"See in dream an angel giving him a paper or a writing and ask him ""Read!”,   ";"announces that it could mean happiness for the pious. Otherwise, it could mean a warning. Indeed, Allah The Almighty said “(It will be said to him:) ""Read thine (own) record; sufficient is thy soul this day to make out an account against thee.""”, (Al-Israa, 14).";
"181";"A";"Angels ";"See oneself in dream becoming in the appearance of an angel,   ";"announces that it could mean happy outcome, end of an ordeal, emancipation for the slave, power and authority for honest men or notables. For the sick, this dream could mean the approach of death.";
"182";"A";"Angels ";"See oneself in dream flying with angels to the sky without returning on earth thereafter,   ";"announces that it could mean honor or death as a martyr.";
"183";"A";"Angels ";"See in dream an angel taking him by his forelock and throw him into fire,   ";"announces that it could mean humiliation.";
"184";"A";"Angels ";"See in dream angels making noise,   ";"announces that it could mean ruin.";
"185";"A";"Angels ";"See oneself in dream struggling with one or more angels,   ";"announces that it could mean sorrow and humiliation.";
"186";"A";"Angels ";"See in dream a struggle between two angels,   ";"announces that it could mean the approach of death for the sick.";
"187";"A";"Angels ";"See in dream angels riding horses in a place,   ";"announces that it could mean the defeat of a despot.";
"188";"A";"Angels ";"See in dream angels descending from the sky in their actual aspect,   ";"announces that it could mean victory of the virtuous.";
